date,region,resource_type,usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,day_of_week,month,year,quarter,is_weekend,cpu_allocation,storage_allocation,utilization_ratio,storage_efficiency,usage_cpu_lag_1,usage_cpu_lag_3,usage_cpu_lag_7,usage_cpu_rolling_mean_7d,usage_cpu_rolling_max_7d,usage_cpu_rolling_min_7d,usage_cpu_rolling_mean_30d,usage_cpu_rolling_max_30d,usage_cpu_rolling_min_30d,usage_storage_rolling_mean_7d,usage_storage_rolling_max_7d,usage_storage_rolling_min_7d,usage_storage_rolling_mean_30d,usage_storage_rolling_max_30d,usage_storage_rolling_min_30d,weather,outages,price_changes
2023-01-14,East US,Storage,81,1268,203,88.49,1.04,1,5,1,2023,1,1,110,2416,0.7363636363636363,0.5248344370860927,80.0,88.0,92.0,77.85714285714286,93.0,50.0,78.6,98.0,50.0,1164.857142857143,1795.0,504.0,1170.1333333333334,1995.0,501.0,39.097295564859834,0,-0.002
2023-01-14,East US,Container,65,1291,446,88.49,1.04,1,5,1,2023,1,1,101,1536,0.6435643564356436,0.8404947916666666,81.0,71.0,82.0,75.42857142857143,93.0,50.0,78.86666666666666,98.0,50.0,1240.2857142857142,1795.0,504.0,1170.5333333333333,1995.0,501.0,34.97327922401266,0,-0.085
2023-01-15,East US,VM,66,589,463,93.99,0.97,1,6,1,2023,1,1,112,2095,0.5892857142857143,0.28114558472553697,65.0,80.0,93.0,71.57142857142857,88.0,50.0,78.36666666666666,98.0,50.0,1252.4285714285713,1795.0,589.0,1157.3666666666666,1995.0,501.0,16.370173320348286,0,-0.227
2023-01-15,East US,Storage,78,1469,289,93.99,0.97,1,6,1,2023,1,1,93,2243,0.8387096774193549,0.6549264378065092,66.0,81.0,50.0,75.57142857142857,88.0,65.0,77.83333333333333,98.0,50.0,1205.857142857143,1469.0,589.0,1149.8666666666666,1995.0,501.0,15.454749016213018,0,0.348
2023-01-15,East US,Container,83,614,304,93.99,0.97,1,6,1,2023,1,1,118,1972,0.7033898305084746,0.31135902636916835,78.0,65.0,88.0,74.85714285714286,83.0,65.0,77.76666666666667,98.0,50.0,1121.7142857142858,1469.0,589.0,1136.2,1995.0,501.0,15.502135295603015,0,0.478
2023-01-16,East US,VM,84,1372,485,93.98,1.19,0,0,1,2023,1,0,119,2052,0.7058823529411765,0.6686159844054581,83.0,66.0,71.0,76.71428571428571,84.0,65.0,77.7,98.0,50.0,1123.4285714285713,1469.0,589.0,1123.6666666666667,1995.0,501.0,19.127267288786133,0,0.044
2023-01-16,East US,Storage,66,561,283,93.98,1.19,0,0,1,2023,1,0,115,1674,0.5739130434782609,0.33512544802867383,84.0,78.0,80.0,74.71428571428571,84.0,65.0,76.8,98.0,50.0,1023.4285714285714,1469.0,561.0,1103.6,1995.0,501.0,25.742692948967136,0,0.739
2023-01-16,East US,Container,97,1228,386,93.98,1.19,0,0,1,2023,1,0,98,2229,0.9897959183673469,0.5509196949304621,66.0,83.0,81.0,77.0,97.0,65.0,77.33333333333333,98.0,50.0,1017.7142857142857,1469.0,561.0,1078.0333333333333,1915.0,501.0,22.958350559263472,0,-0.571
2023-01-17,East US,VM,54,1686,414,99.87,0.89,0,1,1,2023,1,0,88,2452,0.6136363636363636,0.6876019575856444,97.0,84.0,65.0,75.42857142857143,97.0,54.0,76.93333333333334,98.0,50.0,1074.142857142857,1686.0,561.0,1092.0333333333333,1915.0,501.0,18.736874205941255,0,-0.097
2023-01-17,East US,Storage,78,734,345,99.87,0.89,0,1,1,2023,1,0,85,2039,0.9176470588235294,0.359980382540461,54.0,66.0,66.0,77.14285714285714,97.0,54.0,77.1,98.0,50.0,1094.857142857143,1686.0,561.0,1070.4,1915.0,501.0,28.355586841671386,0,-0.358
2023-01-17,East US,Container,96,1087,208,99.87,0.89,0,1,1,2023,1,0,103,2289,0.9320388349514563,0.4748798602009611,78.0,97.0,78.0,79.71428571428571,97.0,54.0,78.46666666666667,98.0,50.0,1040.2857142857142,1686.0,561.0,1057.2666666666667,1915.0,501.0,14.184815819561255,0,-0.933
2023-01-18,East US,VM,88,590,401,108.23,0.88,0,2,1,2023,1,0,103,2408,0.8543689320388349,0.24501661129568106,96.0,54.0,83.0,80.42857142857143,97.0,54.0,78.13333333333334,97.0,50.0,1036.857142857143,1686.0,561.0,1060.2333333333333,1915.0,504.0,18.764339456056547,0,-0.041
2023-01-18,East US,Storage,75,538,325,108.23,0.88,0,2,1,2023,1,0,90,2068,0.8333333333333334,0.2601547388781431,88.0,78.0,84.0,79.14285714285714,97.0,54.0,78.6,97.0,50.0,917.7142857142857,1686.0,538.0,1046.4333333333334,1915.0,504.0,20.99085529881075,0,-0.061
2023-01-18,East US,Container,52,672,340,108.23,0.88,0,2,1,2023,1,0,90,2320,0.5777777777777777,0.2896551724137931,75.0,96.0,66.0,77.14285714285714,97.0,52.0,77.63333333333334,97.0,50.0,933.5714285714286,1686.0,538.0,1018.3666666666667,1915.0,504.0,23.682099526511077,0,0.757
2023-01-19,East US,VM,69,1964,246,102.09,0.8,0,3,1,2023,1,0,83,1796,0.8313253012048193,1.0935412026726057,52.0,88.0,97.0,73.14285714285714,96.0,52.0,77.1,97.0,50.0,1038.7142857142858,1964.0,538.0,1061.8333333333333,1964.0,504.0,33.55527884179041,0,0.315
2023-01-19,East US,Storage,90,1828,213,102.09,0.8,0,3,1,2023,1,0,94,1821,0.9574468085106383,1.0038440417353103,69.0,75.0,54.0,78.28571428571429,96.0,52.0,77.36666666666666,97.0,50.0,1059.0,1964.0,538.0,1092.8666666666666,1964.0,504.0,15.990213464750791,0,-0.512
2023-01-19,East US,Container,64,1938,200,102.09,0.8,0,3,1,2023,1,0,104,1967,0.6153846153846154,0.9852567361464158,90.0,52.0,78.0,76.28571428571429,96.0,52.0,76.26666666666667,97.0,50.0,1231.0,1964.0,538.0,1093.6333333333334,1964.0,504.0,25.42703315240835,0,0.927
2023-01-20,East US,VM,78,1408,245,86.72,1.02,0,4,1,2023,1,0,99,2257,0.7878787878787878,0.6238369517058041,64.0,69.0,96.0,73.71428571428571,90.0,52.0,76.3,97.0,50.0,1276.857142857143,1964.0,538.0,1118.6666666666667,1964.0,504.0,27.772437065861276,0,0.611
2023-01-20,East US,Storage,84,1776,281,86.72,1.02,0,4,1,2023,1,0,100,1946,0.84,0.9126413155190134,78.0,90.0,88.0,73.14285714285714,90.0,52.0,77.26666666666667,97.0,50.0,1446.2857142857142,1964.0,538.0,1157.9333333333334,1964.0,504.0,11.393512381599932,0,0.291
2023-01-20,East US,Container,54,949,209,86.72,1.02,0,4,1,2023,1,0,104,1913,0.5192307692307693,0.4960794563512807,84.0,64.0,75.0,70.14285714285714,90.0,52.0,76.2,97.0,50.0,1505.0,1964.0,672.0,1163.6,1964.0,504.0,28.22634555704315,0,-0.113
2023-01-21,East US,VM,87,1270,222,107.38,1.02,1,5,1,2023,1,1,108,2305,0.8055555555555556,0.5509761388286334,54.0,78.0,52.0,75.14285714285714,90.0,54.0,75.86666666666666,97.0,50.0,1590.4285714285713,1964.0,949.0,1153.8666666666666,1964.0,504.0,15.115723710618745,0,-0.48
2023-01-21,East US,Storage,86,1176,401,107.38,1.02,1,5,1,2023,1,1,115,2340,0.7478260869565218,0.5025641025641026,87.0,84.0,69.0,77.57142857142857,90.0,54.0,76.23333333333333,97.0,50.0,1477.857142857143,1938.0,949.0,1145.7333333333333,1964.0,504.0,11.951547789558386,1,-0.186
2023-01-21,East US,Container,59,582,344,107.38,1.02,1,5,1,2023,1,1,98,2379,0.6020408163265306,0.244640605296343,86.0,54.0,90.0,73.14285714285714,87.0,54.0,76.33333333333333,97.0,50.0,1299.857142857143,1938.0,582.0,1147.3,1964.0,504.0,38.466566117599996,0,0.544
2023-01-22,East US,VM,66,1123,454,98.84,0.97,1,6,1,2023,1,1,105,1722,0.6285714285714286,0.6521486643437863,59.0,87.0,64.0,73.42857142857143,87.0,54.0,75.46666666666667,97.0,50.0,1183.4285714285713,1776.0,582.0,1153.3,1964.0,504.0,38.96896099223678,1,0.942
2023-01-22,East US,Storage,96,1418,406,98.84,0.97,1,6,1,2023,1,1,107,2091,0.897196261682243,0.6781444285031085,66.0,86.0,78.0,76.0,96.0,54.0,75.93333333333334,97.0,50.0,1184.857142857143,1776.0,582.0,1175.1333333333334,1964.0,504.0,34.25192044349383,0,0.772
2023-01-22,East US,Container,86,1352,265,98.84,0.97,1,6,1,2023,1,1,112,2194,0.7678571428571429,0.6162260711030082,96.0,59.0,84.0,76.28571428571429,96.0,54.0,75.7,97.0,50.0,1124.2857142857142,1418.0,582.0,1203.4,1964.0,538.0,19.13841307520112,0,-0.244
2023-01-23,East US,VM,83,552,404,85.21,0.93,0,0,1,2023,1,0,99,2152,0.8383838383838383,0.25650557620817843,86.0,66.0,54.0,80.42857142857143,96.0,59.0,76.8,97.0,52.0,1067.5714285714287,1418.0,552.0,1161.9666666666667,1964.0,538.0,12.930163420191516,0,-0.56
2023-01-23,East US,Storage,92,542,439,85.21,0.93,0,0,1,2023,1,0,94,1838,0.9787234042553191,0.29488574537540807,83.0,96.0,87.0,81.14285714285714,96.0,59.0,76.93333333333334,97.0,52.0,963.5714285714286,1418.0,542.0,1139.9333333333334,1964.0,538.0,30.526990795364707,0,0.07
2023-01-23,East US,Container,60,610,448,85.21,0.93,0,0,1,2023,1,0,96,1991,0.625,0.3063787041687594,92.0,86.0,86.0,77.42857142857143,96.0,59.0,76.56666666666666,97.0,52.0,882.7142857142857,1418.0,542.0,1114.9333333333334,1964.0,538.0,23.20457481218804,0,-0.884
2023-01-24,East US,VM,75,1569,233,95.39,1.11,0,1,1,2023,1,0,103,2160,0.7281553398058253,0.7263888888888889,60.0,83.0,59.0,79.71428571428571,96.0,60.0,76.4,97.0,52.0,1023.7142857142857,1569.0,542.0,1125.2,1964.0,538.0,13.661147045343364,0,0.162
2023-01-24,East US,Storage,98,1601,417,95.39,1.11,0,1,1,2023,1,0,115,1509,0.8521739130434782,1.0609675281643471,75.0,92.0,66.0,84.28571428571429,98.0,60.0,76.96666666666667,98.0,52.0,1092.0,1601.0,542.0,1136.3,1964.0,538.0,24.855307303338105,0,-0.074
2023-01-24,East US,Container,94,1596,481,95.39,1.11,0,1,1,2023,1,0,83,1833,1.1325301204819278,0.8707037643207856,98.0,60.0,96.0,84.0,98.0,60.0,77.93333333333334,98.0,52.0,1117.4285714285713,1601.0,542.0,1146.4666666666667,1964.0,538.0,11.031655633456552,0,-0.233
2023-01-25,East US,VM,63,1198,206,103.44,0.82,0,2,1,2023,1,0,80,1518,0.7875,0.7891963109354414,94.0,75.0,86.0,80.71428571428571,98.0,60.0,77.83333333333333,98.0,52.0,1095.4285714285713,1601.0,542.0,1166.7666666666667,1964.0,538.0,37.27961206236346,0,-0.797
2023-01-25,East US,Storage,52,1418,437,103.44,0.82,0,2,1,2023,1,0,103,1889,0.5048543689320388,0.7506617257808365,63.0,98.0,83.0,76.28571428571429,98.0,52.0,76.96666666666667,98.0,52.0,1219.142857142857,1601.0,542.0,1165.0666666666666,1964.0,538.0,17.763399448000506,0,0.257
2023-01-25,East US,Container,92,1797,493,103.44,0.82,0,2,1,2023,1,0,93,2070,0.989247311827957,0.8681159420289855,52.0,94.0,92.0,76.28571428571429,98.0,52.0,77.26666666666667,98.0,52.0,1398.4285714285713,1797.0,610.0,1204.5,1964.0,538.0,29.87566853061946,0,-0.266
2023-01-26,East US,VM,71,533,310,103.24,0.96,0,3,1,2023,1,0,112,2067,0.6339285714285714,0.2578616352201258,92.0,63.0,60.0,77.85714285714286,98.0,52.0,76.83333333333333,98.0,52.0,1387.4285714285713,1797.0,533.0,1176.5333333333333,1964.0,533.0,19.35133228268233,0,-0.585
2023-01-26,East US,Storage,57,1892,435,103.24,0.96,0,3,1,2023,1,0,97,2028,0.5876288659793815,0.9329388560157791,71.0,52.0,75.0,75.28571428571429,98.0,52.0,76.53333333333333,98.0,52.0,1433.5714285714287,1892.0,533.0,1220.9,1964.0,533.0,25.602040635334326,1,-1.436
2023-01-26,East US,Container,68,924,300,103.24,0.96,0,3,1,2023,1,0,117,2027,0.5811965811965812,0.455846077947706,57.0,92.0,98.0,71.0,94.0,52.0,75.56666666666666,98.0,52.0,1336.857142857143,1892.0,533.0,1210.7666666666667,1964.0,533.0,26.40130838029839,1,-0.014
2023-01-27,East US,VM,51,967,419,93.23,1.06,0,4,1,2023,1,0,98,1954,0.5204081632653061,0.49488229273285567,68.0,71.0,94.0,64.85714285714286,92.0,51.0,75.46666666666667,98.0,51.0,1247.0,1892.0,533.0,1186.8,1964.0,533.0,15.545633665765811,0,0.886
2023-01-27,East US,Storage,60,503,333,93.23,1.06,0,4,1,2023,1,0,92,1960,0.6521739130434783,0.2566326530612245,51.0,57.0,63.0,64.42857142857143,92.0,51.0,74.86666666666666,98.0,51.0,1147.7142857142858,1892.0,503.0,1179.1,1964.0,503.0,39.08753883293676,0,0.831
2023-01-27,East US,Container,98,1003,261,93.23,1.06,0,4,1,2023,1,0,83,1516,1.180722891566265,0.6616094986807388,60.0,68.0,52.0,71.0,98.0,51.0,74.93333333333334,98.0,51.0,1088.4285714285713,1892.0,503.0,1176.3,1964.0,503.0,33.253984700833435,1,-0.229
2023-01-28,East US,VM,59,760,337,110.31,1.09,1,5,1,2023,1,1,95,1522,0.6210526315789474,0.49934296977660975,98.0,51.0,92.0,66.28571428571429,98.0,51.0,73.96666666666667,98.0,51.0,940.2857142857143,1892.0,503.0,1181.9666666666667,1964.0,503.0,38.18496824692568,0,-0.301
2023-01-28,East US,Storage,93,1397,212,110.31,1.09,1,5,1,2023,1,1,116,2131,0.8017241379310345,0.6555607695917409,59.0,60.0,71.0,69.42857142857143,98.0,51.0,74.56666666666666,98.0,51.0,1063.7142857142858,1892.0,503.0,1210.6,1964.0,503.0,36.844820512829465,0,0.234
2023-01-28,East US,Container,89,820,300,110.31,1.09,1,5,1,2023,1,1,108,1948,0.8240740740740741,0.4209445585215606,93.0,98.0,57.0,74.0,98.0,51.0,75.8,98.0,51.0,910.5714285714286,1397.0,503.0,1215.5333333333333,1964.0,503.0,27.936999364332554,1,-0.499
2023-01-29,East US,VM,68,1902,277,91.61,0.97,1,6,1,2023,1,1,96,2370,0.7083333333333334,0.8025316455696202,89.0,59.0,68.0,74.0,98.0,51.0,75.76666666666667,98.0,51.0,1050.2857142857142,1902.0,503.0,1213.4666666666667,1938.0,503.0,37.6562270506935,0,0.151
2023-01-29,East US,Storage,75,1073,331,91.61,0.97,1,6,1,2023,1,1,107,1896,0.7009345794392523,0.5659282700421941,68.0,93.0,51.0,77.42857142857143,98.0,59.0,75.26666666666667,98.0,51.0,1065.4285714285713,1902.0,503.0,1188.3,1938.0,503.0,12.654775061557585,0,0.383
2023-01-29,East US,Container,74,1565,288,91.61,0.97,1,6,1,2023,1,1,118,1975,0.6271186440677966,0.7924050632911392,75.0,89.0,60.0,79.42857142857143,98.0,59.0,75.6,98.0,51.0,1217.142857142857,1902.0,760.0,1175.8666666666666,1902.0,503.0,15.879485872574357,0,0.613
2023-01-30,East US,VM,76,919,356,103.31,1.1,0,0,1,2023,1,0,119,2408,0.6386554621848739,0.38164451827242524,74.0,68.0,98.0,76.28571428571429,93.0,59.0,75.53333333333333,98.0,51.0,1205.142857142857,1902.0,760.0,1159.5666666666666,1902.0,503.0,11.356818667316142,1,-0.05
2023-01-30,East US,Storage,87,1964,296,103.31,1.1,0,0,1,2023,1,0,115,1827,0.7565217391304347,1.0749863163656268,76.0,75.0,59.0,80.28571428571429,93.0,68.0,75.63333333333334,98.0,51.0,1377.142857142857,1964.0,820.0,1165.8333333333333,1964.0,503.0,19.759909922897933,1,-0.102
2023-01-30,East US,Container,86,1934,488,103.31,1.1,0,0,1,2023,1,0,104,1785,0.8269230769230769,1.0834733893557422,87.0,74.0,93.0,79.28571428571429,89.0,68.0,76.7,98.0,51.0,1453.857142857143,1964.0,820.0,1198.6666666666667,1964.0,503.0,21.660318690684463,1,-0.439
2023-01-31,East US,VM,92,1806,268,95.21,0.98,0,1,1,2023,1,0,113,2289,0.8141592920353983,0.7889908256880734,86.0,76.0,89.0,79.71428571428571,92.0,68.0,76.86666666666666,98.0,51.0,1594.7142857142858,1964.0,919.0,1216.5333333333333,1964.0,503.0,18.140470953216877,0,-0.413
2023-01-31,East US,Storage,69,510,453,95.21,0.98,0,1,1,2023,1,0,99,1942,0.696969696969697,0.262615859938208,92.0,87.0,68.0,79.85714285714286,92.0,69.0,76.3,98.0,51.0,1395.857142857143,1964.0,510.0,1194.3333333333333,1964.0,503.0,34.86212527455788,0,-0.113
2023-01-31,East US,Container,59,1371,237,95.21,0.98,0,1,1,2023,1,0,91,2239,0.6483516483516484,0.6123269316659223,69.0,86.0,75.0,77.57142857142857,92.0,59.0,76.3,98.0,51.0,1438.4285714285713,1964.0,510.0,1220.6333333333334,1964.0,503.0,20.70259980080768,0,0.184
2023-02-01,East US,VM,78,1985,495,88.94,0.88,0,2,2,2023,1,0,95,1807,0.8210526315789474,1.0985058107360266,59.0,92.0,74.0,78.14285714285714,92.0,59.0,76.7,98.0,51.0,1498.4285714285713,1985.0,510.0,1249.3666666666666,1985.0,503.0,18.428035290621423,0,0.457
2023-02-01,East US,Storage,90,1278,456,88.94,0.88,0,2,2,2023,1,0,102,1582,0.8823529411764706,0.8078381795195955,78.0,69.0,76.0,80.14285714285714,92.0,59.0,76.5,98.0,51.0,1549.7142857142858,1985.0,510.0,1244.7,1985.0,503.0,26.280882494747456,0,-0.402
2023-02-01,East US,Container,95,1928,309,88.94,0.88,0,2,2,2023,1,0,95,2113,1.0,0.9124467581637482,90.0,59.0,87.0,81.28571428571429,95.0,59.0,76.8,98.0,51.0,1544.5714285714287,1985.0,510.0,1263.9,1985.0,503.0,14.22772674924288,0,0.746
2023-02-02,East US,VM,78,562,349,108.13,1.14,0,3,2,2023,1,0,105,1723,0.7428571428571429,0.3261752756819501,95.0,78.0,86.0,80.14285714285714,95.0,59.0,76.63333333333334,98.0,51.0,1348.5714285714287,1985.0,510.0,1264.2333333333333,1985.0,503.0,34.06590942262119,0,-0.136
2023-02-02,East US,Storage,75,655,248,108.13,1.14,0,3,2,2023,1,0,111,1601,0.6756756756756757,0.4091193004372267,78.0,90.0,92.0,77.71428571428571,95.0,59.0,76.06666666666666,98.0,51.0,1184.142857142857,1985.0,510.0,1268.0,1985.0,503.0,12.236519310393124,0,-0.011
2023-02-02,East US,Container,56,1348,283,108.13,1.14,0,3,2,2023,1,0,98,1870,0.5714285714285714,0.720855614973262,75.0,95.0,69.0,75.85714285714286,95.0,56.0,75.93333333333334,98.0,51.0,1303.857142857143,1985.0,562.0,1292.6,1985.0,503.0,39.60660809801552,0,-0.374
2023-02-03,East US,VM,77,1636,313,99.28,1.1,0,4,2,2023,1,0,95,1830,0.8105263157894737,0.8939890710382513,56.0,78.0,59.0,78.42857142857143,95.0,56.0,76.0,98.0,51.0,1341.7142857142858,1985.0,562.0,1294.8333333333333,1985.0,503.0,33.16734307889972,0,-1.212
2023-02-03,East US,Storage,79,1446,331,99.28,1.1,0,4,2,2023,1,0,95,1886,0.8315789473684211,0.7667020148462355,77.0,75.0,78.0,78.57142857142857,95.0,56.0,75.36666666666666,98.0,51.0,1264.7142857142858,1928.0,562.0,1289.6666666666667,1985.0,503.0,15.961470446025173,0,0.442
2023-02-03,East US,Container,50,1787,254,99.28,1.1,0,4,2,2023,1,0,99,2118,0.5050505050505051,0.8437204910292729,79.0,56.0,90.0,72.85714285714286,95.0,50.0,73.9,98.0,50.0,1337.4285714285713,1928.0,562.0,1296.0333333333333,1985.0,503.0,10.165663513708072,0,0.368
2023-02-04,East US,VM,63,1811,319,103.62,0.94,1,5,2,2023,1,1,90,2236,0.7,0.8099284436493739,50.0,77.0,95.0,68.28571428571429,79.0,50.0,73.9,98.0,50.0,1320.7142857142858,1811.0,562.0,1316.4666666666667,1985.0,503.0,34.463842853645026,0,-0.141
2023-02-04,East US,Storage,95,990,364,103.62,0.94,1,5,2,2023,1,1,83,1711,1.144578313253012,0.5786090005844535,63.0,79.0,78.0,70.71428571428571,95.0,50.0,75.33333333333333,98.0,50.0,1381.857142857143,1811.0,655.0,1302.2,1985.0,503.0,31.205720315428515,0,0.033
2023-02-04,East US,Container,70,1409,422,103.62,0.94,1,5,2,2023,1,1,107,2047,0.6542056074766355,0.688324377137274,95.0,50.0,75.0,70.0,95.0,50.0,74.6,98.0,50.0,1489.5714285714287,1811.0,990.0,1289.2666666666667,1985.0,503.0,31.87021504122962,0,0.258
2023-02-05,East US,VM,93,1353,479,103.61,1.15,1,6,2,2023,1,1,111,2233,0.8378378378378378,0.6059113300492611,70.0,63.0,56.0,75.28571428571429,95.0,50.0,75.33333333333333,98.0,50.0,1490.2857142857142,1811.0,990.0,1316.6,1985.0,503.0,33.13811040057837,0,-0.781
2023-02-05,East US,Storage,66,1213,357,103.61,1.15,1,6,2,2023,1,1,89,2294,0.7415730337078652,0.5287707061900611,93.0,95.0,77.0,73.71428571428571,95.0,50.0,75.63333333333334,98.0,50.0,1429.857142857143,1811.0,990.0,1293.9666666666667,1985.0,503.0,12.22133955202271,0,-0.265
2023-02-05,East US,Container,95,627,423,103.61,1.15,1,6,2,2023,1,1,109,2074,0.8715596330275229,0.30231436837029896,66.0,70.0,79.0,76.0,95.0,50.0,76.53333333333333,98.0,50.0,1312.857142857143,1811.0,627.0,1284.0666666666666,1985.0,503.0,20.753971856328178,0,0.397
2023-02-06,East US,VM,87,533,216,99.64,1.16,0,0,2,2023,1,0,93,1994,0.9354838709677419,0.26730190571715146,95.0,93.0,50.0,81.28571428571429,95.0,63.0,77.73333333333333,98.0,50.0,1133.7142857142858,1811.0,533.0,1269.6,1985.0,503.0,13.476071785753891,0,-0.627
2023-02-06,East US,Storage,86,1676,275,99.64,1.16,0,0,2,2023,1,0,110,1832,0.7818181818181819,0.9148471615720524,87.0,66.0,63.0,84.57142857142857,95.0,66.0,78.6,98.0,50.0,1114.4285714285713,1676.0,533.0,1308.7,1985.0,510.0,35.89310277626781,0,0.147
2023-02-06,East US,Container,72,841,226,99.64,1.16,0,0,2,2023,1,0,96,1571,0.75,0.5353278166772756,86.0,95.0,95.0,81.28571428571429,95.0,66.0,77.73333333333333,95.0,50.0,1093.142857142857,1676.0,533.0,1303.3,1985.0,510.0,28.698943804826737,0,-0.678
2023-02-07,East US,VM,89,1750,297,73.8,1.08,0,1,2,2023,1,0,81,1703,1.0987654320987654,1.0275983558426307,72.0,87.0,70.0,84.0,95.0,66.0,78.73333333333333,95.0,50.0,1141.857142857143,1750.0,533.0,1336.3,1985.0,510.0,19.926940745579476,0,0.233
2023-02-07,East US,Storage,96,1163,445,73.8,1.08,0,1,2,2023,1,0,107,1861,0.897196261682243,0.6249328318108544,89.0,86.0,93.0,84.42857142857143,96.0,66.0,78.83333333333333,96.0,50.0,1114.7142857142858,1750.0,533.0,1328.5,1985.0,510.0,11.906750508580709,0,-0.018
2023-02-07,East US,Container,71,568,488,73.8,1.08,0,1,2,2023,1,0,106,2189,0.6698113207547169,0.2594792142530836,96.0,72.0,66.0,85.14285714285714,96.0,71.0,78.23333333333333,96.0,50.0,1022.5714285714286,1750.0,533.0,1320.1,1985.0,510.0,19.329469651469864,0,-0.808
2023-02-08,East US,VM,86,1567,216,100.87,0.97,0,2,2,2023,1,0,81,2380,1.0617283950617284,0.6584033613445378,71.0,89.0,95.0,83.85714285714286,96.0,71.0,78.83333333333333,96.0,50.0,1156.857142857143,1750.0,533.0,1308.9333333333334,1985.0,510.0,19.75549966080241,0,0.582
